WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-002167,PRJ-003,PRJ-003-ITEM-002167,Enable Value-Added Solutions Package,Mechanical,Package,2025-09-19,2026-01-13,136.19,ea,Critical,STS-005
WIT-002168,PRJ-004,PRJ-004-ITEM-002168,Transition Vertical Solutions Package,Electrical,Task,2025-11-30,2026-03-24,19.62,lot,Low,STS-003
WIT-002169,PRJ-005,PRJ-005-ITEM-002169,Architect Compelling Experiences Package,Interior,Inspection,2025-02-23,2025-04-25,402.2,hr,Medium,STS-003
WIT-002170,PRJ-001,PRJ-001-ITEM-002170,Visualize Web-Enabled E-Commerce Package,Exterior,Milestone,2025-10-28,2025-11-12,155.07,m2,High,STS-001
WIT-002171,PRJ-002,PRJ-002-ITEM-002171,Aggregate E-Business Content Package,Safety,Package,2026-05-08,2026-05-24,283.09,m3,Critical,STS-004
WIT-002172,PRJ-003,PRJ-003-ITEM-002172,Target B2B Info-Mediaries Package,Structure,Task,2026-05-27,2026-06-23,40.58,ea,Low,STS-004
WIT-002173,PRJ-004,PRJ-004-ITEM-002173,Utilize One-To-One Communities Package,Mechanical,Inspection,2026-03-30,2026-04-08,348.36,lot,Medium,STS-006
WIT-002174,PRJ-005,PRJ-005-ITEM-002174,Extend Visionary Models Package,Electrical,Milestone,2025-06-01,2025-07-10,239.06,hr,High,STS-004
WIT-002175,PRJ-001,PRJ-001-ITEM-002175,Utilize Customized Applications Package,Interior,Package,2026-03-04,2026-03-17,170.01,m2,Critical,STS-004
WIT-002176,PRJ-002,PRJ-002-ITEM-002176,Aggregate Distributed Networks Package,Exterior,Task,2026-01-13,2026-01-25,95.2,m3,Low,STS-004
WIT-002177,PRJ-003,PRJ-003-ITEM-002177,Streamline Open-Source Synergies Package,Safety,Inspection,2026-01-01,2026-02-01,381.94,ea,Medium,STS-003
WIT-002178,PRJ-004,PRJ-004-ITEM-002178,Whiteboard User-Centric E-Markets Package,Structure,Milestone,2025-11-26,2026-01-09,70.95,lot,High,STS-004
WIT-002179,PRJ-005,PRJ-005-ITEM-002179,Extend Distributed Paradigms Package,Mechanical,Package,2026-02-23,2026-06-17,479.88,hr,Critical,STS-004
WIT-002180,PRJ-001,PRJ-001-ITEM-002180,Strategize Holistic Mindshare Package,Electrical,Task,2026-03-10,2026-04-19,321.19,m2,Low,STS-005
WIT-002181,PRJ-002,PRJ-002-ITEM-002181,Drive Holistic E-Services Package,Interior,Inspection,2026-05-28,2026-08-09,355.25,m3,Medium,STS-003
WIT-002182,PRJ-003,PRJ-003-ITEM-002182,Streamline Vertical E-Commerce Package,Exterior,Milestone,2026-05-06,2026-07-15,410.09,ea,High,STS-001
WIT-002183,PRJ-004,PRJ-004-ITEM-002183,Engage Innovative Niches Package,Safety,Package,2026-02-17,2026-05-13,242.25,lot,Critical,STS-004
WIT-002184,PRJ-005,PRJ-005-ITEM-002184,Matrix Collaborative Initiatives Package,Structure,Task,2025-12-24,2026-02-14,162.59,hr,Low,STS-004
WIT-002185,PRJ-001,PRJ-001-ITEM-002185,Re-Intermediate Cross-Media Systems Package,Mechanical,Inspection,2026-03-13,2026-05-18,53.52,m2,Medium,STS-002
WIT-002186,PRJ-002,PRJ-002-ITEM-002186,Utilize Granular Technologies Package,Electrical,Milestone,2026-03-29,2026-06-15,17.77,m3,High,STS-004
WIT-002187,PRJ-003,PRJ-003-ITEM-002187,Aggregate Collaborative Convergence Package,Interior,Package,2026-05-11,2026-07-31,138.54,ea,Critical,STS-004
WIT-002188,PRJ-004,PRJ-004-ITEM-002188,Enhance Magnetic Applications Package,Exterior,Task,2026-04-06,2026-04-22,96.17,lot,Low,STS-004
WIT-002189,PRJ-005,PRJ-005-ITEM-002189,Redefine Plug-And-Play Channels Package,Safety,Inspection,2025-10-24,2025-11-08,319.73,hr,Medium,STS-004
WIT-002190,PRJ-001,PRJ-001-ITEM-002190,Drive Integrated E-Markets Package,Structure,Milestone,2025-12-24,2026-01-01,211.11,m2,High,STS-005
WIT-002191,PRJ-002,PRJ-002-ITEM-002191,Generate Collaborative Communities Package,Mechanical,Package,2026-02-27,2026-05-15,46.0,m3,Critical,STS-003
WIT-002192,PRJ-003,PRJ-003-ITEM-002192,Architect Front-End Infrastructures Package,Electrical,Task,2026-03-31,2026-04-20,177.02,ea,Low,STS-004
WIT-002193,PRJ-004,PRJ-004-ITEM-002193,Enable Virtual Solutions Package,Interior,Inspection,2026-04-23,2026-06-16,360.51,lot,Medium,STS-005
WIT-002194,PRJ-005,PRJ-005-ITEM-002194,Expedite Holistic Platforms Package,Exterior,Milestone,2025-06-04,2025-08-31,246.29,hr,High,STS-004
WIT-002195,PRJ-001,PRJ-001-ITEM-002195,Synthesize Seamless Action-Items Package,Safety,Package,2026-02-10,2026-04-22,244.0,m2,Critical,STS-006
WIT-002196,PRJ-002,PRJ-002-ITEM-002196,Engage Scalable Web-Readiness Package,Structure,Task,2025-12-31,2026-01-06,378.39,m3,Low,STS-004
WIT-002197,PRJ-003,PRJ-003-ITEM-002197,Matrix Back-End Convergence Package,Mechanical,Inspection,2025-12-19,2026-04-14,248.99,ea,Medium,STS-004
WIT-002198,PRJ-004,PRJ-004-ITEM-002198,Reinvent Robust Partnerships Package,Electrical,Milestone,2025-12-18,2026-04-01,14.21,lot,High,STS-002
WIT-002199,PRJ-005,PRJ-005-ITEM-002199,Brand One-To-One E-Business Package,Interior,Package,2025-10-23,2025-12-22,471.31,hr,Critical,STS-004
WIT-002200,PRJ-001,PRJ-001-ITEM-002200,Embrace Magnetic Models Package,Exterior,Task,2025-11-29,2026-01-27,128.71,m2,Low,STS-007
WIT-002201,PRJ-002,PRJ-002-ITEM-002201,Facilitate Synergistic Paradigms Package,Safety,Inspection,2026-01-19,2026-03-01,499.71,m3,Medium,STS-005
WIT-002202,PRJ-003,PRJ-003-ITEM-002202,Matrix Real-Time Eyeballs Package,Structure,Milestone,2026-05-28,2026-06-11,24.63,ea,High,STS-004
WIT-002203,PRJ-004,PRJ-004-ITEM-002203,Expedite Sticky Markets Package,Mechanical,Package,2026-05-06,2026-08-01,31.88,lot,Critical,STS-003
WIT-002204,PRJ-005,PRJ-005-ITEM-002204,Exploit Ubiquitous Initiatives Package,Electrical,Task,2026-01-09,2026-02-06,300.21,hr,Low,STS-003
WIT-002205,PRJ-001,PRJ-001-ITEM-002205,Generate Sticky Schemas Package,Interior,Inspection,2025-10-13,2025-10-20,36.71,m2,Medium,STS-001
WIT-002206,PRJ-002,PRJ-002-ITEM-002206,Deliver Sticky Communities Package,Exterior,Milestone,2025-10-27,2025-11-14,468.52,m3,High,STS-003
WIT-002207,PRJ-003,PRJ-003-ITEM-002207,Embrace Best-Of-Breed Relationships Package,Safety,Package,2026-04-03,2026-07-24,273.48,ea,Critical,STS-004
WIT-002208,PRJ-004,PRJ-004-ITEM-002208,Drive Distributed Systems Package,Structure,Task,2025-12-17,2026-03-22,146.66,lot,Low,STS-004
WIT-002209,PRJ-005,PRJ-005-ITEM-002209,Synthesize Mission-Critical Eyeballs Package,Mechanical,Inspection,2026-03-02,2026-05-16,32.92,hr,Medium,STS-007
WIT-002210,PRJ-001,PRJ-001-ITEM-002210,Disintermediate Open-Source Channels Package,Electrical,Milestone,2026-05-11,2026-06-07,51.79,m2,High,STS-004
WIT-002211,PRJ-002,PRJ-002-ITEM-002211,Iterate 24/365 Systems Package,Interior,Package,2025-11-27,2026-02-24,43.69,m3,Critical,STS-003
WIT-002212,PRJ-003,PRJ-003-ITEM-002212,Revolutionize Clicks-And-Mortar Action-Items Package,Exterior,Task,2026-01-10,2026-04-16,7.22,ea,Low,STS-001
WIT-002213,PRJ-004,PRJ-004-ITEM-002213,Facilitate Front-End Mindshare Package,Safety,Inspection,2026-04-19,2026-05-29,217.58,lot,Medium,STS-003
WIT-002214,PRJ-005,PRJ-005-ITEM-002214,Evolve Real-Time Relationships Package,Structure,Milestone,2025-06-16,2025-09-20,400.87,hr,High,STS-005
WIT-002215,PRJ-001,PRJ-001-ITEM-002215,Disintermediate Interactive Eyeballs Package,Mechanical,Package,2026-02-10,2026-05-07,302.55,m2,Critical,STS-001
WIT-002216,PRJ-002,PRJ-002-ITEM-002216,Deploy Bleeding-Edge Channels Package,Electrical,Task,2026-05-04,2026-06-01,203.84,m3,Low,STS-005
WIT-002217,PRJ-003,PRJ-003-ITEM-002217,Deploy Transparent Bandwidth Package,Interior,Inspection,2026-01-15,2026-04-27,424.54,ea,Medium,STS-006
WIT-002218,PRJ-004,PRJ-004-ITEM-002218,Generate Bricks-And-Clicks Web-Readiness Package,Exterior,Milestone,2026-05-06,2026-08-21,112.3,lot,High,STS-005
WIT-002219,PRJ-005,PRJ-005-ITEM-002219,Orchestrate Value-Added Deliverables Package,Safety,Package,2026-01-12,2026-03-16,472.13,hr,Critical,STS-007
WIT-002220,PRJ-001,PRJ-001-ITEM-002220,Evolve Cross-Platform Vortals Package,Structure,Task,2025-09-29,2025-11-28,14.07,m2,Low,STS-004
WIT-002221,PRJ-002,PRJ-002-ITEM-002221,Revolutionize Frictionless E-Commerce Package,Mechanical,Inspection,2026-03-15,2026-04-20,122.09,m3,Medium,STS-003
WIT-002222,PRJ-003,PRJ-003-ITEM-002222,Strategize Robust Web Services Package,Electrical,Milestone,2025-08-25,2025-10-20,176.32,ea,High,STS-004
WIT-002223,PRJ-004,PRJ-004-ITEM-002223,Productize Leading-Edge Functionalities Package,Interior,Package,2025-12-15,2026-01-31,262.81,lot,Critical,STS-006
WIT-002224,PRJ-005,PRJ-005-ITEM-002224,Envisioneer Next-Generation Interfaces Package,Exterior,Task,2026-03-13,2026-05-21,146.88,hr,Low,STS-004
WIT-002225,PRJ-001,PRJ-001-ITEM-002225,Scale Seamless Vortals Package,Safety,Inspection,2026-05-24,2026-09-07,260.86,m2,Medium,STS-004
WIT-002226,PRJ-002,PRJ-002-ITEM-002226,Implement Efficient Deliverables Package,Structure,Milestone,2026-02-21,2026-03-19,411.06,m3,High,STS-004
WIT-002227,PRJ-003,PRJ-003-ITEM-002227,Redefine B2B Interfaces Package,Mechanical,Package,2026-03-27,2026-05-10,79.64,ea,Critical,STS-007
WIT-002228,PRJ-004,PRJ-004-ITEM-002228,Visualize Best-Of-Breed Users Package,Electrical,Task,2026-04-09,2026-05-06,251.99,lot,Low,STS-004
WIT-002229,PRJ-005,PRJ-005-ITEM-002229,Scale Cross-Media Experiences Package,Interior,Inspection,2026-01-12,2026-01-28,336.27,hr,Medium,STS-004
WIT-002230,PRJ-001,PRJ-001-ITEM-002230,Revolutionize 24/365 Content Package,Exterior,Milestone,2026-02-06,2026-05-17,295.22,m2,High,STS-005
WIT-002231,PRJ-002,PRJ-002-ITEM-002231,Integrate Open-Source Architectures Package,Safety,Package,2025-11-12,2026-02-16,387.15,m3,Critical,STS-003
WIT-002232,PRJ-003,PRJ-003-ITEM-002232,Drive End-To-End Deliverables Package,Structure,Task,2026-05-10,2026-06-21,17.4,ea,Low,STS-001
WIT-002233,PRJ-004,PRJ-004-ITEM-002233,Envisioneer Killer Infrastructures Package,Mechanical,Inspection,2026-05-16,2026-07-05,58.93,lot,Medium,STS-004
WIT-002234,PRJ-005,PRJ-005-ITEM-002234,Engage Extensible Deliverables Package,Electrical,Milestone,2026-03-07,2026-06-22,165.14,hr,High,STS-005
WIT-002235,PRJ-001,PRJ-001-ITEM-002235,Engineer Granular Web-Readiness Package,Interior,Package,2026-01-12,2026-01-21,248.25,m2,Critical,STS-003
WIT-002236,PRJ-002,PRJ-002-ITEM-002236,Matrix Back-End Action-Items Package,Exterior,Task,2025-10-21,2025-11-29,280.74,m3,Low,STS-003
WIT-002237,PRJ-003,PRJ-003-ITEM-002237,Drive Cutting-Edge Mindshare Package,Safety,Inspection,2025-11-28,2026-01-12,240.82,ea,Medium,STS-004
WIT-002238,PRJ-004,PRJ-004-ITEM-002238,Drive Leading-Edge Relationships Package,Structure,Milestone,2025-11-29,2026-02-06,333.81,lot,High,STS-003
WIT-002239,PRJ-005,PRJ-005-ITEM-002239,Whiteboard Synergistic Initiatives Package,Mechanical,Package,2025-08-23,2025-11-13,159.71,hr,Critical,STS-004
WIT-002240,PRJ-001,PRJ-001-ITEM-002240,Engineer 24/7 Systems Package,Electrical,Task,2025-09-20,2025-10-15,292.99,m2,Low,STS-003
WIT-002241,PRJ-002,PRJ-002-ITEM-002241,Maximize Clicks-And-Mortar Bandwidth Package,Interior,Inspection,2026-02-03,2026-03-19,298.62,m3,Medium,STS-002
WIT-002242,PRJ-003,PRJ-003-ITEM-002242,Incentivize Bleeding-Edge Convergence Package,Exterior,Milestone,2025-12-11,2025-12-30,165.83,ea,High,STS-003
WIT-002243,PRJ-004,PRJ-004-ITEM-002243,Envisioneer Global Architectures Package,Safety,Package,2026-02-11,2026-03-24,347.33,lot,Critical,STS-003
WIT-002244,PRJ-005,PRJ-005-ITEM-002244,Extend Interactive Platforms Package,Structure,Task,2026-03-13,2026-04-24,68.39,hr,Low,STS-006
WIT-002245,PRJ-001,PRJ-001-ITEM-002245,Mesh Dynamic Relationships Package,Mechanical,Inspection,2026-01-07,2026-03-27,221.08,m2,Medium,STS-004
WIT-002246,PRJ-002,PRJ-002-ITEM-002246,Transform B2B E-Commerce Package,Electrical,Milestone,2026-04-05,2026-04-10,19.12,m3,High,STS-005
WIT-002247,PRJ-003,PRJ-003-ITEM-002247,Evolve E-Business Markets Package,Interior,Package,2026-01-09,2026-04-26,427.73,ea,Critical,STS-004
WIT-002248,PRJ-004,PRJ-004-ITEM-002248,Matrix End-To-End Info-Mediaries Package,Exterior,Task,2026-04-01,2026-04-07,254.12,lot,Low,STS-004
WIT-002249,PRJ-005,PRJ-005-ITEM-002249,Grow Intuitive Relationships Package,Safety,Inspection,2025-07-19,2025-08-11,212.74,hr,Medium,STS-006
WIT-002250,PRJ-001,PRJ-001-ITEM-002250,Mesh Wireless Applications Package,Structure,Milestone,2026-05-22,2026-08-05,457.78,m2,High,STS-005
WIT-002251,PRJ-002,PRJ-002-ITEM-002251,Mesh Impactful Portals Package,Mechanical,Package,2026-05-16,2026-05-22,228.01,m3,Critical,STS-002
WIT-002252,PRJ-003,PRJ-003-ITEM-002252,Synthesize Cutting-Edge Systems Package,Electrical,Task,2026-03-16,2026-04-24,144.09,ea,Low,STS-003
WIT-002253,PRJ-004,PRJ-004-ITEM-002253,Drive Next-Generation Communities Package,Interior,Inspection,2026-04-26,2026-08-18,433.27,lot,Medium,STS-003
WIT-002254,PRJ-005,PRJ-005-ITEM-002254,Deliver End-To-End Models Package,Exterior,Milestone,2025-05-26,2025-07-25,278.86,hr,High,STS-004
WIT-002255,PRJ-001,PRJ-001-ITEM-002255,Enable 24/7 E-Tailers Package,Safety,Package,2026-02-26,2026-06-17,102.14,m2,Critical,STS-004
WIT-002256,PRJ-002,PRJ-002-ITEM-002256,Syndicate Robust Communities Package,Structure,Task,2026-04-05,2026-06-13,274.94,m3,Low,STS-006
WIT-002257,PRJ-003,PRJ-003-ITEM-002257,Disintermediate 24/7 Metrics Package,Mechanical,Inspection,2026-03-07,2026-05-29,472.32,ea,Medium,STS-004
WIT-002258,PRJ-004,PRJ-004-ITEM-002258,Embrace 24/7 Relationships Package,Electrical,Milestone,2026-03-25,2026-05-29,134.99,lot,High,STS-004
WIT-002259,PRJ-005,PRJ-005-ITEM-002259,Envisioneer Revolutionary Deliverables Package,Interior,Package,2026-04-23,2026-06-17,70.01,hr,Critical,STS-001
WIT-002260,PRJ-001,PRJ-001-ITEM-002260,Embrace Out-Of-The-Box Content Package,Exterior,Task,2025-10-31,2025-12-20,487.08,m2,Low,STS-003
WIT-002261,PRJ-002,PRJ-002-ITEM-002261,Monetize Distributed Models Package,Safety,Inspection,2026-03-05,2026-05-29,15.14,m3,Medium,STS-001
WIT-002262,PRJ-003,PRJ-003-ITEM-002262,Generate B2B Eyeballs Package,Structure,Milestone,2025-08-12,2025-09-14,463.54,ea,High,STS-004
WIT-002263,PRJ-004,PRJ-004-ITEM-002263,Streamline Extensible Technologies Package,Mechanical,Package,2026-03-30,2026-06-28,38.32,lot,Critical,STS-004
WIT-002264,PRJ-005,PRJ-005-ITEM-002264,Reinvent Holistic Synergies Package,Electrical,Task,2025-07-20,2025-10-16,346.29,hr,Low,STS-004
WIT-002265,PRJ-001,PRJ-001-ITEM-002265,Engage Cross-Media Partnerships Package,Interior,Inspection,2025-10-19,2025-11-05,324.33,m2,Medium,STS-005
WIT-002266,PRJ-002,PRJ-002-ITEM-002266,Deploy Compelling Networks Package,Exterior,Milestone,2025-10-28,2026-02-07,417.38,m3,High,STS-004
WIT-002267,PRJ-003,PRJ-003-ITEM-002267,Maximize Customized Supply-Chains Package,Safety,Package,2025-11-30,2025-12-12,262.19,ea,Critical,STS-003
WIT-002268,PRJ-004,PRJ-004-ITEM-002268,Syndicate End-To-End Channels Package,Structure,Task,2026-03-13,2026-05-14,439.12,lot,Low,STS-005
WIT-002269,PRJ-005,PRJ-005-ITEM-002269,Whiteboard Ubiquitous Systems Package,Mechanical,Inspection,2026-03-02,2026-06-19,406.44,hr,Medium,STS-004
WIT-002270,PRJ-001,PRJ-001-ITEM-002270,Grow B2C Vortals Package,Electrical,Milestone,2026-05-19,2026-07-10,126.6,m2,High,STS-003
WIT-002271,PRJ-002,PRJ-002-ITEM-002271,Exploit Transparent Architectures Package,Interior,Package,2025-11-14,2026-01-17,253.48,m3,Critical,STS-007
WIT-002272,PRJ-003,PRJ-003-ITEM-002272,Productize Impactful Supply-Chains Package,Exterior,Task,2025-10-31,2026-01-27,329.76,ea,Low,STS-005
WIT-002273,PRJ-004,PRJ-004-ITEM-002273,Integrate Visionary Niches Package,Safety,Inspection,2026-05-16,2026-06-01,67.85,lot,Medium,STS-005
WIT-002274,PRJ-005,PRJ-005-ITEM-002274,Cultivate Frictionless Web-Readiness Package,Structure,Milestone,2025-04-12,2025-06-18,28.14,hr,High,STS-005
WIT-002275,PRJ-001,PRJ-001-ITEM-002275,Whiteboard Extensible Schemas Package,Mechanical,Package,2026-04-12,2026-06-14,150.46,m2,Critical,STS-004
WIT-002276,PRJ-002,PRJ-002-ITEM-002276,Visualize Strategic Solutions Package,Electrical,Task,2025-11-28,2026-02-11,310.4,m3,Low,STS-004
WIT-002277,PRJ-003,PRJ-003-ITEM-002277,Incubate Scalable Networks Package,Interior,Inspection,2026-03-30,2026-04-30,393.61,ea,Medium,STS-004
WIT-002278,PRJ-004,PRJ-004-ITEM-002278,Aggregate Collaborative Mindshare Package,Exterior,Milestone,2026-05-08,2026-08-03,425.29,lot,High,STS-004
WIT-002279,PRJ-005,PRJ-005-ITEM-002279,Embrace Viral Web-Readiness Package,Safety,Package,2025-02-17,2025-02-28,430.52,hr,Critical,STS-004
WIT-002280,PRJ-001,PRJ-001-ITEM-002280,Generate Best-Of-Breed Action-Items Package,Structure,Task,2025-12-17,2026-02-17,329.84,m2,Low,STS-005
WIT-002281,PRJ-002,PRJ-002-ITEM-002281,Grow Strategic Users Package,Mechanical,Inspection,2026-05-24,2026-07-07,201.9,m3,Medium,STS-002
WIT-002282,PRJ-003,PRJ-003-ITEM-002282,Harness Wireless Applications Package,Electrical,Milestone,2026-03-25,2026-05-08,264.8,ea,High,STS-004
WIT-002283,PRJ-004,PRJ-004-ITEM-002283,Synthesize Vertical Supply-Chains Package,Interior,Package,2025-11-04,2025-11-26,44.09,lot,Critical,STS-007
WIT-002284,PRJ-005,PRJ-005-ITEM-002284,Reinvent Next-Generation Web-Readiness Package,Exterior,Task,2026-01-08,2026-04-23,462.22,hr,Low,STS-006
WIT-002285,PRJ-001,PRJ-001-ITEM-002285,Harness Enterprise Portals Package,Safety,Inspection,2026-03-26,2026-07-10,410.98,m2,Medium,STS-002
WIT-002286,PRJ-002,PRJ-002-ITEM-002286,Embrace Mission-Critical Users Package,Structure,Milestone,2025-11-15,2026-02-11,279.24,m3,High,STS-004
WIT-002287,PRJ-003,PRJ-003-ITEM-002287,Envisioneer B2B Roi Package,Mechanical,Package,2025-10-06,2025-12-14,492.32,ea,Critical,STS-004
WIT-002288,PRJ-004,PRJ-004-ITEM-002288,Revolutionize E-Business Eyeballs Package,Electrical,Task,2026-01-25,2026-03-22,38.9,lot,Low,STS-006
WIT-002289,PRJ-005,PRJ-005-ITEM-002289,Deploy Frictionless Markets Package,Interior,Inspection,2025-09-29,2025-11-01,281.41,hr,Medium,STS-006
WIT-002290,PRJ-001,PRJ-001-ITEM-002290,Harness Viral Web-Readiness Package,Exterior,Milestone,2026-04-28,2026-08-24,161.85,m2,High,STS-004
WIT-002291,PRJ-002,PRJ-002-ITEM-002291,Monetize Integrated Platforms Package,Safety,Package,2025-11-02,2025-12-14,4.54,m3,Critical,STS-002
WIT-002292,PRJ-003,PRJ-003-ITEM-002292,Orchestrate Transparent Vortals Package,Structure,Task,2025-12-04,2026-02-15,132.75,ea,Low,STS-003
WIT-002293,PRJ-004,PRJ-004-ITEM-002293,Synergize 24/7 Markets Package,Mechanical,Inspection,2026-01-26,2026-04-09,94.74,lot,Medium,STS-003
WIT-002294,PRJ-005,PRJ-005-ITEM-002294,Incentivize Web-Enabled Models Package,Electrical,Milestone,2025-07-10,2025-07-20,182.82,hr,High,STS-005
WIT-002295,PRJ-001,PRJ-001-ITEM-002295,Engineer Integrated Initiatives Package,Interior,Package,2026-03-18,2026-03-27,439.61,m2,Critical,STS-003
WIT-002296,PRJ-002,PRJ-002-ITEM-002296,Streamline Turn-Key Bandwidth Package,Exterior,Task,2026-01-23,2026-02-14,339.86,m3,Low,STS-003
WIT-002297,PRJ-003,PRJ-003-ITEM-002297,Deploy Innovative Info-Mediaries Package,Safety,Inspection,2026-03-04,2026-04-16,378.52,ea,Medium,STS-005
WIT-002298,PRJ-004,PRJ-004-ITEM-002298,Deploy Bleeding-Edge Web-Readiness Package,Structure,Milestone,2025-10-29,2025-12-03,411.0,lot,High,STS-003
WIT-002299,PRJ-005,PRJ-005-ITEM-002299,Engage Mission-Critical Action-Items Package,Mechanical,Package,2025-08-31,2025-10-12,346.25,hr,Critical,STS-004
WIT-002300,PRJ-001,PRJ-001-ITEM-002300,Visualize End-To-End Content Package,Electrical,Task,2026-04-05,2026-07-12,1.5,m2,Low,STS-005
WIT-002301,PRJ-002,PRJ-002-ITEM-002301,Deploy Customized Infrastructures Package,Interior,Inspection,2026-05-19,2026-07-27,18.51,m3,Medium,STS-005
WIT-002302,PRJ-003,PRJ-003-ITEM-002302,Deliver Best-Of-Breed Eyeballs Package,Exterior,Milestone,2026-04-05,2026-04-28,391.36,ea,High,STS-004
WIT-002303,PRJ-004,PRJ-004-ITEM-002303,Incubate Frictionless Action-Items Package,Safety,Package,2026-03-11,2026-07-07,468.85,lot,Critical,STS-007
WIT-002304,PRJ-005,PRJ-005-ITEM-002304,Brand Customized Paradigms Package,Structure,Task,2026-03-27,2026-04-23,11.2,hr,Low,STS-004
WIT-002305,PRJ-001,PRJ-001-ITEM-002305,Transition Plug-And-Play E-Business Package,Mechanical,Inspection,2025-09-02,2025-12-19,396.13,m2,Medium,STS-004
WIT-002306,PRJ-002,PRJ-002-ITEM-002306,Visualize Frictionless Synergies Package,Electrical,Milestone,2026-01-31,2026-03-06,394.99,m3,High,STS-005
WIT-002307,PRJ-003,PRJ-003-ITEM-002307,Re-Contextualize Compelling Niches Package,Interior,Package,2025-08-25,2025-10-20,4.35,ea,Critical,STS-006
WIT-002308,PRJ-004,PRJ-004-ITEM-002308,E-Enable Enterprise Convergence Package,Exterior,Task,2026-01-23,2026-03-13,375.91,lot,Low,STS-004
WIT-002309,PRJ-005,PRJ-005-ITEM-002309,Benchmark Front-End Paradigms Package,Safety,Inspection,2025-07-18,2025-08-25,396.72,hr,Medium,STS-004
WIT-002310,PRJ-001,PRJ-001-ITEM-002310,Extend Innovative Content Package,Structure,Milestone,2025-11-03,2025-11-16,151.33,m2,High,STS-005
WIT-002311,PRJ-002,PRJ-002-ITEM-002311,Strategize 24/7 Channels Package,Mechanical,Package,2025-11-14,2026-01-29,155.87,m3,Critical,STS-007
WIT-002312,PRJ-003,PRJ-003-ITEM-002312,Engage Efficient E-Commerce Package,Electrical,Task,2026-05-10,2026-08-14,220.17,ea,Low,STS-005
WIT-002313,PRJ-004,PRJ-004-ITEM-002313,Re-Intermediate Turn-Key Methodologies Package,Interior,Inspection,2026-01-07,2026-05-03,224.12,lot,Medium,STS-001
WIT-002314,PRJ-005,PRJ-005-ITEM-002314,Whiteboard Back-End Systems Package,Exterior,Milestone,2025-10-27,2026-01-31,205.34,hr,High,STS-005
WIT-002315,PRJ-001,PRJ-001-ITEM-002315,Incentivize World-Class Supply-Chains Package,Safety,Package,2025-12-17,2026-02-23,276.78,m2,Critical,STS-005
WIT-002316,PRJ-002,PRJ-002-ITEM-002316,Target Open-Source Web-Readiness Package,Structure,Task,2025-12-31,2026-03-25,413.53,m3,Low,STS-003
WIT-002317,PRJ-003,PRJ-003-ITEM-002317,Enable Clicks-And-Mortar Metrics Package,Mechanical,Inspection,2026-04-27,2026-06-20,454.62,ea,Medium,STS-004
WIT-002318,PRJ-004,PRJ-004-ITEM-002318,Implement Value-Added Methodologies Package,Electrical,Milestone,2026-04-21,2026-05-15,282.58,lot,High,STS-004
WIT-002319,PRJ-005,PRJ-005-ITEM-002319,Deploy Holistic Interfaces Package,Interior,Package,2025-06-17,2025-10-07,221.63,hr,Critical,STS-004
WIT-002320,PRJ-001,PRJ-001-ITEM-002320,Evolve Intuitive Users Package,Exterior,Task,2026-03-29,2026-05-12,419.32,m2,Low,STS-007
WIT-002321,PRJ-002,PRJ-002-ITEM-002321,Productize Visionary Methodologies Package,Safety,Inspection,2025-10-23,2026-01-17,281.93,m3,Medium,STS-005
WIT-002322,PRJ-003,PRJ-003-ITEM-002322,Seize Enterprise Metrics Package,Structure,Milestone,2025-09-18,2025-11-24,375.11,ea,High,STS-004
WIT-002323,PRJ-004,PRJ-004-ITEM-002323,Synergize Virtual Synergies Package,Mechanical,Package,2026-03-06,2026-05-30,338.52,lot,Critical,STS-003
WIT-002324,PRJ-005,PRJ-005-ITEM-002324,Target Out-Of-The-Box Solutions Package,Electrical,Task,2025-05-10,2025-06-19,105.11,hr,Low,STS-004
WIT-002325,PRJ-001,PRJ-001-ITEM-002325,Implement Magnetic Web-Readiness Package,Interior,Inspection,2026-02-21,2026-05-22,249.69,m2,Medium,STS-004
WIT-002326,PRJ-002,PRJ-002-ITEM-002326,Innovate Synergistic Solutions Package,Exterior,Milestone,2026-01-28,2026-03-07,2.24,m3,High,STS-005
WIT-002327,PRJ-003,PRJ-003-ITEM-002327,Transition Seamless E-Services Package,Safety,Package,2025-09-05,2025-11-16,428.13,ea,Critical,STS-004
WIT-002328,PRJ-004,PRJ-004-ITEM-002328,Synthesize Bricks-And-Clicks Paradigms Package,Structure,Task,2026-01-16,2026-03-22,65.44,lot,Low,STS-005
WIT-002329,PRJ-005,PRJ-005-ITEM-002329,Synthesize Best-Of-Breed Synergies Package,Mechanical,Inspection,2025-09-09,2025-11-23,408.36,hr,Medium,STS-005
WIT-002330,PRJ-001,PRJ-001-ITEM-002330,Transition Impactful Initiatives Package,Electrical,Milestone,2025-11-17,2025-12-18,379.39,m2,High,STS-005
WIT-002331,PRJ-002,PRJ-002-ITEM-002331,Maximize Rich Communities Package,Interior,Package,2026-01-26,2026-04-23,196.63,m3,Critical,STS-005
WIT-002332,PRJ-003,PRJ-003-ITEM-002332,Aggregate Virtual Partnerships Package,Exterior,Task,2026-03-04,2026-04-25,207.6,ea,Low,STS-004
